i	Addr	Addr	Data	Data
1399	000015dc	5596	00108093	1081491
1400	000015e0	5600	00300e93	3149459
1401	000015e4	5604	09200193	153092499
1402	000015e8	5608	4fd092e3	1339069155
1403	000015ec	5612	09300193	154141075
1404	000015f0	5616	00000093	 147
1405	000015f4	5620	00000113	 275
1406	000015f8	5624	0020f663	2160227
1407	000015fc	5628	4c3018e3	1278220515
1408	00001600	5632	00301663	3151459
1409	00001604	5636	fe20fee3	4263575267
1410	00001608	5640	4c3012e3	1278218979
1411	0000160c	5644	09400193	155189651
1412	00001610	5648	00100093	1048723
1413	00001614	5652	00100113	1048851
1414	00001618	5656	0020f663	2160227
1415	0000161c	5660	4a3018e3	1244666083
1416	00001620	5664	00301663	3151459
1417	00001624	5668	fe20fee3	4263575267
1418	00001628	5672	4a3012e3	1244664547
1419	0000162c	5676	09500193	156238227
1420	00001630	5680	fff00093	4293918867
1421	00001634	5684	fff00113	4293918995
1422	00001638	5688	0020f663	2160227
1423	0000163c	5692	483018e3	1211111651
1424	00001640	5696	00301663	3151459
1425	00001644	5700	fe20fee3	4263575267
1426	00001648	5704	483012e3	1211110115
1427	0000164c	5708	09600193	157286803
1428	00001650	5712	00100093	1048723
1429	00001654	5716	00000113	 275
1430	00001658	5720	0020f663	2160227
1431	0000165c	5724	463018e3	1177557219
1432	00001660	5728	00301663	3151459
1433	00001664	5732	fe20fee3	4263575267
1434	00001668	5736	463012e3	1177555683
1435	0000166c	5740	09700193	158335379
1436	00001670	5744	fff00093	4293918867
1437	00001674	5748	ffe00113	4292870419
1438	00001678	5752	0020f663	2160227
1439	0000167c	5756	443018e3	1144002787
1440	00001680	5760	00301663	3151459
1441	00001684	5764	fe20fee3	4263575267
1442	00001688	5768	443012e3	1144001251
1443	0000168c	5772	09800193	159383955
1444	00001690	5776	fff00093	4293918867
1445	00001694	5780	00000113	 275
1446	00001698	5784	0020f663	2160227
1447	0000169c	5788	423018e3	1110448355
1448	000016a0	5792	00301663	3151459
1449	000016a4	5796	fe20fee3	4263575267
1450	000016a8	5800	423012e3	1110446819
1451	000016ac	5804	09900193	160432531
1452	000016b0	5808	00000093	 147
1453	000016b4	5812	00100113	1048851
1454	000016b8	5816	0020f463	2159715
1455	000016bc	5820	00301463	3150947
1456	000016c0	5824	403016e3	1076893411
1457	000016c4	5828	fe20fee3	4263575267
1458	000016c8	5832	09a00193	161481107
1459	000016cc	5836	ffe00093	4292870291
1460	000016d0	5840	fff00113	4293918995
1461	000016d4	5844	0020f463	2159715
1462	000016d8	5848	00301463	3150947
1463	000016dc	5852	3e3018e3	1043339491
1464	000016e0	5856	fe20fee3	4263575267
1465	000016e4	5860	09b00193	162529683
1466	000016e8	5864	00000093	 147
1467	000016ec	5868	fff00113	4293918995
1468	000016f0	5872	0020f463	2159715
1469	000016f4	5876	00301463	3150947
1470	000016f8	5880	3c301ae3	1009785571
1471	000016fc	5884	fe20fee3	4263575267
1472	00001700	5888	09c00193	163578259
1473	00001704	5892	800000b7	2147483831
1474	00001708	5896	fff08093	4293951635
1475	0000170c	5900	80000137	2147483959
1476	00001710	5904	0020f463	2159715
1477	00001714	5908	00301463	3150947
1478	00001718	5912	3a301ae3	976231139
1479	0000171c	5916	fe20fee3	4263575267
1480	00001720	5920	09d00193	164626835
1481	00001724	5924	00000213	 531
1482	00001728	5928	f00000b7	4026532023
1483	0000172c	5932	fff08093	4293951635
1484	00001730	5936	f0000137	4026532151
1485	00001734	5940	3820fce3	941685987
1486	00001738	5944	00120213	1180179
1487	0000173c	5948	00200293	2097811
1488	00001740	5952	fe5214e3	4266792163
1489	00001744	5956	09e00193	165675411
1490	00001748	5960	00000213	 531
1491	0000174c	5964	f00000b7	4026532023
1492	00001750	5968	fff08093	4293951635
1493	00001754	5972	f0000137	4026532151
1494	00001758	5976	00000013	  19
1495	0000175c	5980	3620f8e3	908130531
1496	00001760	5984	00120213	1180179
1497	00001764	5988	00200293	2097811
1498	00001768	5992	fe5212e3	4266791651
1499	0000176c	5996	09f00193	166723987
1500	00001770	6000	00000213	 531
1501	00001774	6004	f00000b7	4026532023
1502	00001778	6008	fff08093	4293951635
1503	0000177c	6012	f0000137	4026532151
1504	00001780	6016	00000013	  19
1505	00001784	6020	00000013	  19
1506	00001788	6024	3420f2e3	874574563
1507	0000178c	6028	00120213	1180179
1508	00001790	6032	00200293	2097811
1509	00001794	6036	fe5210e3	4266791139
1510	00001798	6040	0a000193	167772563
1511	0000179c	6044	00000213	 531
1512	000017a0	6048	f00000b7	4026532023
1513	000017a4	6052	fff08093	4293951635
1514	000017a8	6056	00000013	  19
1515	000017ac	6060	f0000137	4026532151
1516	000017b0	6064	3020fee3	807468771
1517	000017b4	6068	00120213	1180179
1518	000017b8	6072	00200293	2097811
1519	000017bc	6076	fe5212e3	4266791651
1520	000017c0	6080	0a100193	168821139
1521	000017c4	6084	00000213	 531
1522	000017c8	6088	f00000b7	4026532023
1523	000017cc	6092	fff08093	4293951635
1524	000017d0	6096	00000013	  19
1525	000017d4	6100	f0000137	4026532151
1526	000017d8	6104	00000013	  19
1527	000017dc	6108	2e20f8e3	773912803
1528	000017e0	6112	00120213	1180179
1529	000017e4	6116	00200293	2097811
1530	000017e8	6120	fe5210e3	4266791139
1531	000017ec	6124	0a200193	169869715
1532	000017f0	6128	00000213	 531
1533	000017f4	6132	f00000b7	4026532023
1534	000017f8	6136	fff08093	4293951635
1535	000017fc	6140	00000013	  19
1536	00001800	6144	00000013	  19
1537	00001804	6148	f0000137	4026532151
1538	00001808	6152	2c20f2e3	740356835
1539	0000180c	6156	00120213	1180179
1540	00001810	6160	00200293	2097811
1541	00001814	6164	fe5210e3	4266791139
1542	00001818	6168	0a300193	170918291
1543	0000181c	6172	00000213	 531
1544	00001820	6176	f00000b7	4026532023
1545	00001824	6180	fff08093	4293951635
1546	00001828	6184	f0000137	4026532151
1547	0000182c	6188	2a20f0e3	706801891
1548	00001830	6192	00120213	1180179
1549	00001834	6196	00200293	2097811
1550	00001838	6200	fe5214e3	4266792163
1551	0000183c	6204	0a400193	171966867
1552	00001840	6208	00000213	 531
1553	00001844	6212	f00000b7	4026532023
1554	00001848	6216	fff08093	4293951635
1555	0000184c	6220	f0000137	4026532151
1556	00001850	6224	00000013	  19
1557	00001854	6228	2620fce3	639696099
1558	00001858	6232	00120213	1180179
1559	0000185c	6236	00200293	2097811
1560	00001860	6240	fe5212e3	4266791651
1561	00001864	6244	0a500193	173015443
1562	00001868	6248	00000213	 531
1563	0000186c	6252	f00000b7	4026532023
1564	00001870	6256	fff08093	4293951635
1565	00001874	6260	f0000137	4026532151
1566	00001878	6264	00000013	  19
1567	0000187c	6268	00000013	  19
1568	00001880	6272	2420f6e3	606140131
1569	00001884	6276	00120213	1180179
1570	00001888	6280	00200293	2097811
1571	0000188c	6284	fe5210e3	4266791139
1572	00001890	6288	0a600193	174064019
1573	00001894	6292	00000213	 531
1574	00001898	6296	f00000b7	4026532023
1575	0000189c	6300	fff08093	4293951635
1576	000018a0	6304	00000013	  19
1577	000018a4	6308	f0000137	4026532151
1578	000018a8	6312	2220f2e3	572584675
1579	000018ac	6316	00120213	1180179
1580	000018b0	6320	00200293	2097811
1581	000018b4	6324	fe5212e3	4266791651
1582	000018b8	6328	0a700193	175112595
1583	000018bc	6332	00000213	 531
1584	000018c0	6336	f00000b7	4026532023
1585	000018c4	6340	fff08093	4293951635
1586	000018c8	6344	00000013	  19
1587	000018cc	6348	f0000137	4026532151
1588	000018d0	6352	00000013	  19
1589	000018d4	6356	1e20fce3	505478371
1590	000018d8	6360	00120213	1180179
1591	000018dc	6364	00200293	2097811
1592	000018e0	6368	fe5210e3	4266791139
1593	000018e4	6372	0a800193	176161171
1594	000018e8	6376	00000213	 531
1595	000018ec	6380	f00000b7	4026532023
1596	000018f0	6384	fff08093	4293951635
1597	000018f4	6388	00000013	  19
1598	000018f8	6392	00000013	  19
1599	000018fc	6396	f0000137	4026532151
1600	00001900	6400	1c20f6e3	471922403
1601	00001904	6404	00120213	1180179
1602	00001908	6408	00200293	2097811
1603	0000190c	6412	fe5210e3	4266791139
1604	00001910	6416	00100093	1048723
1605	00001914	6420	0000fa63	64099
1606	00001918	6424	00108093	1081491
1607	0000191c	6428	00108093	1081491
1608	00001920	6432	00108093	1081491
1609	00001924	6436	00108093	1081491
1610	00001928	6440	00108093	1081491
1611	0000192c	6444	00108093	1081491
1612	00001930	6448	00300e93	3149459
1613	00001934	6452	0a900193	177209747
1614	00001938	6456	19d09ae3	433101539
1615	0000193c	6460	0aa00193	178258323
1616	00001940	6464	00000093	 147
1617	00001944	6468	00100113	1048851
1618	00001948	6472	0020c663	2147939
1619	0000194c	6476	183010e3	405803235
1620	00001950	6480	00301663	3151459
1621	00001954	6484	fe20cee3	4263562979
1622	00001958	6488	16301ae3	372251363
1623	0000195c	6492	0ab00193	179306899
1624	00001960	6496	fff00093	4293918867
1625	00001964	6500	00100113	1048851
1626	00001968	6504	0020c663	2147939
1627	0000196c	6508	163010e3	372248803
1628	00001970	6512	00301663	3151459
1629	00001974	6516	fe20cee3	4263562979
1630	00001978	6520	14301ae3	338696931
1631	0000197c	6524	0ac00193	180355475
1632	00001980	6528	ffe00093	4292870291
1633	00001984	6532	fff00113	4293918995
1634	00001988	6536	0020c663	2147939
1635	0000198c	6540	143010e3	338694371
1636	00001990	6544	00301663	3151459
1637	00001994	6548	fe20cee3	4263562979
1638	00001998	6552	12301ae3	305142499
1639	0000199c	6556	0ad00193	181404051
1640	000019a0	6560	00100093	1048723
1641	000019a4	6564	00000113	 275
1642	000019a8	6568	0020c463	2147427
1643	000019ac	6572	00301463	3150947
1644	000019b0	6576	10301ee3	271589091
1645	000019b4	6580	fe20cee3	4263562979
1646	000019b8	6584	0ae00193	182452627
1647	000019bc	6588	00100093	1048723
1648	000019c0	6592	fff00113	4293918995
1649	000019c4	6596	0020c463	2147427
1650	000019c8	6600	00301463	3150947
1651	000019cc	6604	103010e3	271585507
1652	000019d0	6608	fe20cee3	4263562979
1653	000019d4	6612	0af00193	183501203
1654	000019d8	6616	fff00093	4293918867
1655	000019dc	6620	ffe00113	4292870419
1656	000019e0	6624	0020c463	2147427
1657	000019e4	6628	00301463	3150947
1658	000019e8	6632	0e3012e3	238031587
1659	000019ec	6636	fe20cee3	4263562979
1660	000019f0	6640	0b000193	184549779
1661	000019f4	6644	00100093	1048723
1662	000019f8	6648	ffe00113	4292870419
1663	000019fc	6652	0020c463	2147427
1664	00001a00	6656	00301463	3150947
1665	00001a04	6660	0c3014e3	204477667
1666	00001a08	6664	fe20cee3	4263562979
1667	00001a0c	6668	0b100193	185598355
1668	00001a10	6672	00000213	 531
1669	00001a14	6676	00000093	 147
1670	00001a18	6680	fff00113	4293918995
1671	00001a1c	6684	0a20c8e3	169920739
1672	00001a20	6688	00120213	1180179
1673	00001a24	6692	00200293	2097811
1674	00001a28	6696	fe5216e3	4266792675
1675	00001a2c	6700	0b200193	186646931
1676	00001a30	6704	00000213	 531
1677	00001a34	6708	00000093	 147
1678	00001a38	6712	fff00113	4293918995
1679	00001a3c	6716	00000013	  19
1680	00001a40	6720	0820c6e3	136365795
1681	00001a44	6724	00120213	1180179
1682	00001a48	6728	00200293	2097811
1683	00001a4c	6732	fe5214e3	4266792163
1684	00001a50	6736	0b300193	187695507
1685	00001a54	6740	00000213	 531
1686	00001a58	6744	00000093	 147
1687	00001a5c	6748	fff00113	4293918995
1688	00001a60	6752	00000013	  19
1689	00001a64	6756	00000013	  19
1690	00001a68	6760	0620c2e3	102810339
1691	00001a6c	6764	00120213	1180179
1692	00001a70	6768	00200293	2097811
1693	00001a74	6772	fe5212e3	4266791651
1694	00001a78	6776	0b400193	188744083
1695	00001a7c	6780	00000213	 531
1696	00001a80	6784	00000093	 147
1697	00001a84	6788	00000013	  19
1698	00001a88	6792	fff00113	4293918995
1699	00001a8c	6796	0420c0e3	69255395
1700	00001a90	6800	00120213	1180179
1701	00001a94	6804	00200293	2097811
1702	00001a98	6808	fe5214e3	4266792163
1703	00001a9c	6812	0b500193	189792659
1704	00001aa0	6816	00000213	 531
1705	00001aa4	6820	00000093	 147
1706	00001aa8	6824	00000013	  19
1707	00001aac	6828	fff00113	4293918995
1708	00001ab0	6832	00000013	  19
1709	00001ab4	6836	0020cce3	2149603
1710	00001ab8	6840	00120213	1180179
1711	00001abc	6844	00200293	2097811
1712	00001ac0	6848	fe5212e3	4266791651
1713	00001ac4	6852	0b600193	190841235
1714	00001ac8	6856	00000213	 531
1715	00001acc	6860	00000093	 147
1716	00001ad0	6864	00000013	  19
1717	00001ad4	6868	00000013	  19
1718	00001ad8	6872	fff00113	4293918995
1719	00001adc	6876	7e20c863	2116077667
1720	00001ae0	6880	00120213	1180179
1721	00001ae4	6884	00200293	2097811
1722	00001ae8	6888	fe5212e3	4266791651
1723	00001aec	6892	0b700193	191889811
1724	00001af0	6896	00000213	 531
1725	00001af4	6900	00000093	 147
1726	00001af8	6904	fff00113	4293918995
1727	00001afc	6908	7c20c863	2082523235
1728	00001b00	6912	00120213	1180179
1729	00001b04	6916	00200293	2097811
1730	00001b08	6920	fe5216e3	4266792675
1731	00001b0c	6924	0b800193	192938387
1732	00001b10	6928	00000213	 531
1733	00001b14	6932	00000093	 147
1734	00001b18	6936	fff00113	4293918995
1735	00001b1c	6940	00000013	  19
1736	00001b20	6944	7a20c663	2048968291
1737	00001b24	6948	00120213	1180179
1738	00001b28	6952	00200293	2097811
1739	00001b2c	6956	fe5214e3	4266792163
1740	00001b30	6960	0b900193	193986963
1741	00001b34	6964	00000213	 531
1742	00001b38	6968	00000093	 147
1743	00001b3c	6972	fff00113	4293918995
1744	00001b40	6976	00000013	  19
1745	00001b44	6980	00000013	  19
1746	00001b48	6984	7820c263	2015412835
1747	00001b4c	6988	00120213	1180179
1748	00001b50	6992	00200293	2097811
1749	00001b54	6996	fe5212e3	4266791651
1750	00001b58	7000	0ba00193	195035539
1751	00001b5c	7004	00000213	 531
1752	00001b60	7008	00000093	 147
1753	00001b64	7012	00000013	  19
1754	00001b68	7016	fff00113	4293918995
1755	00001b6c	7020	7620c063	1981857891
1756	00001b70	7024	00120213	1180179
1757	00001b74	7028	00200293	2097811
1758	00001b78	7032	fe5214e3	4266792163
1759	00001b7c	7036	0bb00193	196084115
1760	00001b80	7040	00000213	 531
1761	00001b84	7044	00000093	 147
1762	00001b88	7048	00000013	  19
1763	00001b8c	7052	fff00113	4293918995
1764	00001b90	7056	00000013	  19
1765	00001b94	7060	7220cc63	1914752099
1766	00001b98	7064	00120213	1180179
1767	00001b9c	7068	00200293	2097811
1768	00001ba0	7072	fe5212e3	4266791651
1769	00001ba4	7076	0bc00193	197132691
1770	00001ba8	7080	00000213	 531
1771	00001bac	7084	00000093	 147
1772	00001bb0	7088	00000013	  19
1773	00001bb4	7092	00000013	  19
1774	00001bb8	7096	fff00113	4293918995
1775	00001bbc	7100	7020c863	1881196643
1776	00001bc0	7104	00120213	1180179
1777	00001bc4	7108	00200293	2097811
1778	00001bc8	7112	fe5212e3	4266791651
1779	00001bcc	7116	00100093	1048723
1780	00001bd0	7120	00104a63	1067619
1781	00001bd4	7124	00108093	1081491
1782	00001bd8	7128	00108093	1081491
1783	00001bdc	7132	00108093	1081491
1784	00001be0	7136	00108093	1081491
1785	00001be4	7140	00108093	1081491
1786	00001be8	7144	00108093	1081491
1787	00001bec	7148	00300e93	3149459
1788	00001bf0	7152	0bd00193	198181267
1789	00001bf4	7156	6dd09c63	1842388067
1790	00001bf8	7160	0be00193	199229843
1791	00001bfc	7164	00000093	 147
1792	00001c00	7168	00100113	1048851
1793	00001c04	7172	0020e663	2156131
1794	00001c08	7176	6c301263	1815089763
1795	00001c0c	7180	00301663	3151459
1796	00001c10	7184	fe20eee3	4263571171
1797	00001c14	7188	6a301c63	1781537891
1798	00001c18	7192	0bf00193	200278419
1799	00001c1c	7196	ffe00093	4292870291
1800	00001c20	7200	fff00113	4293918995
1801	00001c24	7204	0020e663	2156131
1802	00001c28	7208	6a301263	1781535331
1803	00001c2c	7212	00301663	3151459
1804	00001c30	7216	fe20eee3	4263571171
1805	00001c34	7220	68301c63	1747983459
1806	00001c38	7224	0c000193	201326995
1807	00001c3c	7228	00000093	 147
1808	00001c40	7232	fff00113	4293918995
1809	00001c44	7236	0020e663	2156131
1810	00001c48	7240	68301263	1747980899
1811	00001c4c	7244	00301663	3151459
1812	00001c50	7248	fe20eee3	4263571171
1813	00001c54	7252	66301c63	1714429027
1814	00001c58	7256	0c100193	202375571
1815	00001c5c	7260	00100093	1048723
1816	00001c60	7264	00000113	 275
1817	00001c64	7268	0020e463	2155619
1818	00001c68	7272	00301463	3150947
1819	00001c6c	7276	66301063	1714425955
1820	00001c70	7280	fe20eee3	4263571171
1821	00001c74	7284	0c200193	203424147
1822	00001c78	7288	fff00093	4293918867
1823	00001c7c	7292	ffe00113	4292870419
1824	00001c80	7296	0020e463	2155619
1825	00001c84	7300	00301463	3150947
1826	00001c88	7304	64301263	1680872035
1827	00001c8c	7308	fe20eee3	4263571171
1828	00001c90	7312	0c300193	204472723
1829	00001c94	7316	fff00093	4293918867
1830	00001c98	7320	00000113	 275
1831	00001c9c	7324	0020e463	2155619
1832	00001ca0	7328	00301463	3150947
1833	00001ca4	7332	62301463	1647318115
1834	00001ca8	7336	fe20eee3	4263571171
1835	00001cac	7340	0c400193	205521299
1836	00001cb0	7344	800000b7	2147483831
1837	00001cb4	7348	80000137	2147483959
1838	00001cb8	7352	fff10113	4293984531
1839	00001cbc	7356	0020e463	2155619
1840	00001cc0	7360	00301463	3150947
1841	00001cc4	7364	60301463	1613763683
1842	00001cc8	7368	fe20eee3	4263571171
1843	00001ccc	7372	0c500193	206569875
1844	00001cd0	7376	00000213	 531
1845	00001cd4	7380	f00000b7	4026532023
1846	00001cd8	7384	f0000137	4026532151
1847	00001cdc	7388	fff10113	4293984531
1848	00001ce0	7392	5e20e663	1579214435
1849	00001ce4	7396	00120213	1180179
1850	00001ce8	7400	00200293	2097811
1851	00001cec	7404	fe5214e3	4266792163
1852	00001cf0	7408	0c600193	207618451
1853	00001cf4	7412	00000213	 531
1854	00001cf8	7416	f00000b7	4026532023
1855	00001cfc	7420	f0000137	4026532151
1856	00001d00	7424	fff10113	4293984531
1857	00001d04	7428	00000013	  19
1858	00001d08	7432	5c20e263	1545658979
1859	00001d0c	7436	00120213	1180179
1860	00001d10	7440	00200293	2097811
1861	00001d14	7444	fe5212e3	4266791651
1862	00001d18	7448	0c700193	208667027
1863	00001d1c	7452	00000213	 531
1864	00001d20	7456	f00000b7	4026532023
1865	00001d24	7460	f0000137	4026532151
1866	00001d28	7464	fff10113	4293984531
1867	00001d2c	7468	00000013	  19
1868	00001d30	7472	00000013	  19
1869	00001d34	7476	5820ec63	1478552675
1870	00001d38	7480	00120213	1180179
1871	00001d3c	7484	00200293	2097811
1872	00001d40	7488	fe5210e3	4266791139
1873	00001d44	7492	0c800193	209715603
1874	00001d48	7496	00000213	 531
1875	00001d4c	7500	f00000b7	4026532023
1876	00001d50	7504	00000013	  19
1877	00001d54	7508	f0000137	4026532151
1878	00001d58	7512	fff10113	4293984531
1879	00001d5c	7516	5620e863	1444997219
1880	00001d60	7520	00120213	1180179
1881	00001d64	7524	00200293	2097811
1882	00001d68	7528	fe5212e3	4266791651
1883	00001d6c	7532	0c900193	210764179
1884	00001d70	7536	00000213	 531
1885	00001d74	7540	f00000b7	4026532023
1886	00001d78	7544	00000013	  19
1887	00001d7c	7548	f0000137	4026532151
1888	00001d80	7552	fff10113	4293984531
1889	00001d84	7556	00000013	  19
1890	00001d88	7560	5420e263	1411441251
1891	00001d8c	7564	00120213	1180179
1892	00001d90	7568	00200293	2097811
1893	00001d94	7572	fe5210e3	4266791139
1894	00001d98	7576	0ca00193	211812755
1895	00001d9c	7580	00000213	 531
1896	00001da0	7584	f00000b7	4026532023
1897	00001da4	7588	00000013	  19
1898	00001da8	7592	00000013	  19
1899	00001dac	7596	f0000137	4026532151
1900	00001db0	7600	fff10113	4293984531
1901	00001db4	7604	5020ec63	1344334947
1902	00001db8	7608	00120213	1180179
1903	00001dbc	7612	00200293	2097811
1904	00001dc0	7616	fe5210e3	4266791139
1905	00001dc4	7620	0cb00193	212861331
1906	00001dc8	7624	00000213	 531
1907	00001dcc	7628	f00000b7	4026532023
1908	00001dd0	7632	f0000137	4026532151
1909	00001dd4	7636	fff10113	4293984531
1910	00001dd8	7640	4e20ea63	1310780003
1911	00001ddc	7644	00120213	1180179
1912	00001de0	7648	00200293	2097811
1913	00001de4	7652	fe5214e3	4266792163
1914	00001de8	7656	0cc00193	213909907
1915	00001dec	7660	00000213	 531
1916	00001df0	7664	f00000b7	4026532023
1917	00001df4	7668	f0000137	4026532151
1918	00001df8	7672	fff10113	4293984531
1919	00001dfc	7676	00000013	  19
1920	00001e00	7680	4c20e663	1277224547
1921	00001e04	7684	00120213	1180179
1922	00001e08	7688	00200293	2097811
1923	00001e0c	7692	fe5212e3	4266791651
1924	00001e10	7696	0cd00193	214958483
1925	00001e14	7700	00000213	 531
1926	00001e18	7704	f00000b7	4026532023
1927	00001e1c	7708	f0000137	4026532151
1928	00001e20	7712	fff10113	4293984531
1929	00001e24	7716	00000013	  19
1930	00001e28	7720	00000013	  19
1931	00001e2c	7724	4a20e063	1243668579
1932	00001e30	7728	00120213	1180179
1933	00001e34	7732	00200293	2097811
1934	00001e38	7736	fe5210e3	4266791139
1935	00001e3c	7740	0ce00193	216007059
1936	00001e40	7744	00000213	 531
1937	00001e44	7748	f00000b7	4026532023
1938	00001e48	7752	00000013	  19
1939	00001e4c	7756	f0000137	4026532151
1940	00001e50	7760	fff10113	4293984531
1941	00001e54	7764	4620ec63	1176562787
1942	00001e58	7768	00120213	1180179
1943	00001e5c	7772	00200293	2097811
1944	00001e60	7776	fe5212e3	4266791651
1945	00001e64	7780	0cf00193	217055635
1946	00001e68	7784	00000213	 531
1947	00001e6c	7788	f00000b7	4026532023
1948	00001e70	7792	00000013	  19
1949	00001e74	7796	f0000137	4026532151
1950	00001e78	7800	fff10113	4293984531
1951	00001e7c	7804	00000013	  19
1952	00001e80	7808	4420e663	1143006819
1953	00001e84	7812	00120213	1180179
1954	00001e88	7816	00200293	2097811
1955	00001e8c	7820	fe5210e3	4266791139
1956	00001e90	7824	0d000193	218104211
1957	00001e94	7828	00000213	 531
1958	00001e98	7832	f00000b7	4026532023
1959	00001e9c	7836	00000013	  19
1960	00001ea0	7840	00000013	  19
1961	00001ea4	7844	f0000137	4026532151
1962	00001ea8	7848	fff10113	4293984531
1963	00001eac	7852	4220e063	1109450851
1964	00001eb0	7856	00120213	1180179
1965	00001eb4	7860	00200293	2097811
1966	00001eb8	7864	fe5210e3	4266791139
1967	00001ebc	7868	00100093	1048723
1968	00001ec0	7872	00106a63	1075811
1969	00001ec4	7876	00108093	1081491
1970	00001ec8	7880	00108093	1081491
1971	00001ecc	7884	00108093	1081491
1972	00001ed0	7888	00108093	1081491
1973	00001ed4	7892	00108093	1081491
1974	00001ed8	7896	00108093	1081491
1975	00001edc	7900	00300e93	3149459
1976	00001ee0	7904	0d100193	219152787
1977	00001ee4	7908	3fd09463	1070634083
1978	00001ee8	7912	0d200193	220201363
1979	00001eec	7916	00000093	 147
1980	00001ef0	7920	00100113	1048851
1981	00001ef4	7924	00209663	2135651
1982	00001ef8	7928	3c301a63	1009785443
1983	00001efc	7932	00301663	3151459
1984	00001f00	7936	fe209ee3	4263550691
1985	00001f04	7940	3c301463	1009783907
1986	00001f08	7944	0d300193	221249939
1987	00001f0c	7948	00100093	1048723
1988	00001f10	7952	00000113	 275
1989	00001f14	7956	00209663	2135651
1990	00001f18	7960	3a301a63	976231011
1991	00001f1c	7964	00301663	3151459
1992	00001f20	7968	fe209ee3	4263550691
1993	00001f24	7972	3a301463	976229475
1994	00001f28	7976	0d400193	222298515
1995	00001f2c	7980	fff00093	4293918867
1996	00001f30	7984	00100113	1048851
1997	00001f34	7988	00209663	2135651
1998	00001f38	7992	38301a63	942676579
1999	00001f3c	7996	00301663	3151459
2000	00001f40	8000	fe209ee3	4263550691
2001	00001f44	8004	38301463	942675043
2002	00001f48	8008	0d500193	223347091
2003	00001f4c	8012	00100093	1048723
2004	00001f50	8016	fff00113	4293918995
2005	00001f54	8020	00209663	2135651
2006	00001f58	8024	36301a63	909122147
2007	00001f5c	8028	00301663	3151459
2008	00001f60	8032	fe209ee3	4263550691
2009	00001f64	8036	36301463	909120611
2010	00001f68	8040	0d600193	224395667
2011	00001f6c	8044	00000093	 147
2012	00001f70	8048	00000113	 275
2013	00001f74	8052	00209463	2135139
2014	00001f78	8056	00301463	3150947
2015	00001f7c	8060	34301863	875567203
2016	00001f80	8064	fe209ee3	4263550691
2017	00001f84	8068	0d700193	225444243
2018	00001f88	8072	00100093	1048723
2019	00001f8c	8076	00100113	1048851
2020	00001f90	8080	00209463	2135139
2021	00001f94	8084	00301463	3150947
2022	00001f98	8088	32301a63	842013283
2023	00001f9c	8092	fe209ee3	4263550691
2024	00001fa0	8096	0d800193	226492819
2025	00001fa4	8100	fff00093	4293918867
2026	00001fa8	8104	fff00113	4293918995
2027	00001fac	8108	00209463	2135139
2028	00001fb0	8112	00301463	3150947
2029	00001fb4	8116	30301c63	808459363
2030	00001fb8	8120	fe209ee3	4263550691
2031	00001fbc	8124	0d900193	227541395
2032	00001fc0	8128	00000213	 531
2033	00001fc4	8132	00000093	 147
2034	00001fc8	8136	00000113	 275
2035	00001fcc	8140	30209063	807440483
2036	00001fd0	8144	00120213	1180179
2037	00001fd4	8148	00200293	2097811
2038	00001fd8	8152	fe5216e3	4266792675
2039	00001fdc	8156	0da00193	228589971
2040	00001fe0	8160	00000213	 531
2041	00001fe4	8164	00000093	 147
2042	00001fe8	8168	00000113	 275
2043	00001fec	8172	00000013	  19
2044	00001ff0	8176	2c209e63	740335203
2045	00001ff4	8180	00120213	1180179
2046	00001ff8	8184	00200293	2097811
2047	00001ffc	8188	fe5214e3	4266792163
2048	00002000	8192	0db00193	229638547
2049	00002004	8196	00000213	 531
2050	00002008	8200	00000093	 147
2051	0000200c	8204	00000113	 275
2052	00002010	8208	00000013	  19
2053	00002014	8212	00000013	  19
2054	00002018	8216	2a209a63	706779747
2055	0000201c	8220	00120213	1180179
2056	00002020	8224	00200293	2097811
2057	00002024	8228	fe5212e3	4266791651
2058	00002028	8232	0dc00193	230687123
2059	0000202c	8236	00000213	 531
2060	00002030	8240	00000093	 147
2061	00002034	8244	00000013	  19
2062	00002038	8248	00000113	 275
2063	0000203c	8252	28209863	673224803
2064	00002040	8256	00120213	1180179
2065	00002044	8260	00200293	2097811
2066	00002048	8264	fe5214e3	4266792163
2067	0000204c	8268	0dd00193	231735699
2068	00002050	8272	00000213	 531
2069	00002054	8276	00000093	 147
2070	00002058	8280	00000013	  19
2071	0000205c	8284	00000113	 275
2072	00002060	8288	00000013	  19
2073	00002064	8292	26209463	639669347
2074	00002068	8296	00120213	1180179
2075	0000206c	8300	00200293	2097811
2076	00002070	8304	fe5212e3	4266791651
2077	00002074	8308	0de00193	232784275
2078	00002078	8312	00000213	 531
2079	0000207c	8316	00000093	 147
2080	00002080	8320	00000013	  19
2081	00002084	8324	00000013	  19
2082	00002088	8328	00000113	 275
2083	0000208c	8332	24209063	606113891
2084	00002090	8336	00120213	1180179
2085	00002094	8340	00200293	2097811
2086	00002098	8344	fe5212e3	4266791651
2087	0000209c	8348	0df00193	233832851
2088	000020a0	8352	00000213	 531
2089	000020a4	8356	00000093	 147
2090	000020a8	8360	00000113	 275
2091	000020ac	8364	22209063	572559459
2092	000020b0	8368	00120213	1180179
2093	000020b4	8372	00200293	2097811
